"","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50","sp51","sp52","sp53","sp54","sp55","sp56","sp57","sp58","sp59","sp60","sp61","sp62","sp63","sp64","sp65","sp66","sp67","sp68","sp69","sp70","sp71","sp72","sp73","sp74","sp75","sp76","sp77","sp78","sp79","sp80","sp81","sp82","sp83","sp84","sp85","sp86","sp87","sp88","sp89","sp90","sp91","sp92","sp93","sp94","sp95","sp96","sp97","sp98","sp99","sp100"
"1",0.999999816879853,0.352036468159021,0.326190717715238,0.0444769922429807,0.0413265493247126,0.187440293431784,0.140115055240235,0.999284776506336,0.999999607925841,0.134766683193644,0.0387973557553225,0.0656192006940515,0.125905569963234,0.0308032681274692,0.998472387240532,0.0510199392050984,0.998080185733084,0.0902090311500489,0.999999837258067,0.510730607266774,0.0902090311500489,0.975311235013994,0.129968037677483,0.985469828396326,0.392762294407014,0.999999996099638,0.0553481964337159,0.717607882315354,0.126409010417082,0.998002854845358,0.999965821553974,0.0374802467992983,0.999999859576864,0.980921711410898,0.0779284665063761,0.886025415222006,0.048065564940682,0.04555855966499,0.0502170944518302,0.974650387267384,0.215145620025931,0.767522987210006,0.0961158732185855,0.121692648032281,0.110031415044885,0.0553481964337159,0.22610759803828,0.91521674452245,0.0169338823935423,0.629413518500376,0.999934819264757,0.0850796785119598,0.0053344701385696,0.0112390818902068,0.913462565041219,0.0413265493247126,0.258592401419051,0.556770368168148,0.999821964902804,0.980052813817077,0.932000378983078,0.521004078909604,0.0228875941414504,0.999999982767892,0.933195054050888,0.0308032681274692,0.494244797163433,0.999928515953481,0.121692648032281,0.185305723076736,0.522897586930549,0.21878316732982,0.233393299135764,0.134766683193644,0.392428257321981,0.0138133377340649,0.99999997826575,0.113204339774558,0.0339833119899326,0.999983640859079,0.974650387267384,0.865106777649755,0.0672441962922628,0.0995892384990036,0.174542344615071,0.0187327944651441,0.999126879429015,0.0902090311500489,0.963997312525042,0.0817611260677413,0.0339833119899326,0.992583643827339,0.97546948677177,0.985070351884539,0.0754846718046771,0.894126748895188,0.917521381619203,0.0771664303410579,0.999920038593013,0.251452590470572
"2",0.999999972910983,0.509745573481149,0.663068292714301,0.348201938976746,0.0978265788282324,0.352202704451069,0.546544635476798,0.995217204079469,0.999975351162224,0.145773939643098,0.0289625523379492,0.13886432391628,0.325684951520859,0.0745603359985899,0.9988706656706,0.358819924618345,0.999984706670036,0.253788340567872,0.999956931815199,0.728568410216066,0.10035469898996,0.964095476157354,0.217251771022293,0.983973265484808,0.532304849131989,0.99996220475493,0.063792104271329,0.793057582139025,0.296594730768255,0.99808958926341,0.99996717776843,0.0893589437826419,0.999934776828009,0.974615699487041,0.233882034491495,0.831834605158325,0.261107065459933,0.0532708434365247,0.140377583786236,0.999996529717208,0.212531812737874,0.985430908943226,0.296051742678688,0.273976574109929,0.241200937530652,0.363005001399445,0.548888377673046,0.982640176909416,0.0344436806576542,0.813632928226168,0.999973579118174,0.155434782292461,0.0237291343893368,0.035995137874701,0.986217581853101,0.0784897915879687,0.736266454864348,0.931307304345235,0.99999859815894,0.989082978364398,0.99138586718338,0.661752152763912,0.0551508320384537,0.999975492460626,0.999778668922819,0.0597443316697141,0.814264500912859,0.999999132318194,0.132560722034271,0.262289694685429,0.5895777648443,0.552940814578783,0.243479094519365,0.145773939643098,0.609937408327217,0.0543234010445153,0.999999955976846,0.252561367086001,0.0518569973894285,0.999741467355788,0.99982173256578,0.932168524814999,0.227505638107024,0.137787586275449,0.407632190048028,0.0377845839168175,0.999773439319946,0.164247995936663,0.966281446451116,0.11802071916697,0.0518569973894285,0.999014648245653,0.991786093601203,0.980593871439891,0.218641268394994,0.941397394678555,0.98373836018232,0.200822019315386,0.999999612560221,0.387112898106991
"3",0.999990146915955,0.37339639226809,0.691309083199607,0.734940167421569,0.334910229637925,0.583168105228606,0.61979926952451,0.988756516057365,0.999947907468671,0.111223472281317,0.0838413354669575,0.0937103343444751,0.718030937349026,0.143827790529543,0.99828397768423,0.635932636693318,0.998907307725709,0.635692019297759,0.999935044098035,0.709187958387822,0.110773263917347,0.911459288241785,0.371742996398196,0.983736492706059,0.552884856213153,0.999999022613439,0.048508934953889,0.984520376278849,0.814260526952399,0.999846997941803,0.999949416676198,0.158585125633979,0.999999432600817,0.999614348615772,0.681528227336183,0.820905088220297,0.422336770928796,0.0384738551855278,0.29228779809442,0.998949217666151,0.444644169239369,0.99144911256798,0.335363997582459,0.697046590621599,0.808676129505759,0.732181418037332,0.800258911449095,0.995324179244517,0.0193293246022969,0.959276517795693,0.999996271890902,0.362580120374778,0.0783074001865967,0.0822442535078571,0.993435549489782,0.144342902104615,0.926183912740881,0.992254530147781,0.999964809449656,0.999473368341561,0.996907792194548,0.927577907315346,0.198936989607702,0.999929637691721,0.999580259670197,0.0968274162673191,0.976979397296894,0.999958399403168,0.124374039077894,0.365908289035395,0.740184032365363,0.840527823552498,0.5294476368542,0.143675751245301,0.753302903584393,0.0785465851609697,0.999999874258874,0.442644161836208,0.055735710177945,0.999979575039641,0.999867917752777,0.983313463116641,0.517655781533321,0.235458213683153,0.665979093909861,0.101194554364406,0.992321616847132,0.131210242935723,0.991984988227632,0.181926400678046,0.0511447000103828,0.99838661010725,0.995237988802656,0.988304965422399,0.66008486549901,0.989125124031941,0.992217739314459,0.357614770266921,0.99983301350995,0.717456709648618
"4",0.999993468286462,0.301493878358194,0.396964767026194,0.284066330083582,0.30246413190182,0.22599263111663,0.627363838347149,0.940368332669554,0.999964453433854,0.316217453978313,0.373719677872418,0.258730904263453,0.398435739252113,0.130276169877791,0.968174602575143,0.257663896847467,0.984805621532551,0.457442476839461,0.999562311483162,0.869575731717347,0.157031776841427,0.599116499575861,0.596475907395058,0.999453432398882,0.280788280123965,0.999959513437377,0.124744602267967,0.99363898275512,0.619406645250704,0.997791198671776,0.991209681541749,0.0859978132540183,0.999982970245777,0.948469215495927,0.513535213559058,0.948289962262507,0.389417729160386,0.0458336162982646,0.290586610288874,0.999290225756624,0.372779063903709,0.999967747448887,0.324535075485906,0.401595547637718,0.537087436944581,0.351789200292143,0.608339454981589,0.882858916972765,0.0373973041645349,0.548373775655677,0.99997626612969,0.476871388903355,0.0564952973703442,0.0697120850509823,0.996042865486379,0.158338015216949,0.682344328358699,0.906039677322851,0.999997132169413,0.92564799848651,0.997116682035094,0.406800562574017,0.233550584464519,0.999075673821846,0.99994131808917,0.0708112800372885,0.909867458866914,0.997544561017252,0.226111227299351,0.375825821223585,0.328742271243898,0.902955243457326,0.655716296343729,0.218651528848695,0.519986389219728,0.201118474703234,0.999999950913019,0.237720606951913,0.0489199350307717,0.999960110177164,0.996381566099417,0.87141872919111,0.753479447467859,0.721038226203679,0.359383796340113,0.153436085914497,0.97522806635204,0.249509525179945,0.934514111075792,0.297204597957373,0.133255974712102,0.999453335943576,0.967428278187388,0.998967598775032,0.42564326033185,0.997773921243281,0.999839665096336,0.212244087619914,0.999820127575762,0.35681076028269
"5",0.999395242055461,0.81477209560598,0.787688068912231,0.520988429676385,0.157605920113463,0.241623057596604,0.711917655896941,0.909618608245371,0.99987998988842,0.330924096722411,0.318928661898054,0.226326744012676,0.355069312388478,0.121067758064253,0.965250985159972,0.341495743773961,0.999993893607712,0.31052291662838,0.999883727082118,0.87063092052216,0.158083148632942,0.84249245970225,0.55389406844173,0.982885612569239,0.353453363090424,0.999568632529037,0.143895100385701,0.997829334388317,0.595544963554329,0.998862251309331,0.99313738425245,0.0851344307239162,0.999966140473215,0.999003449041088,0.589693363404103,0.973193340100463,0.300580688096869,0.119087541106193,0.159297676246257,0.999917023493554,0.23875675347889,0.99959922860597,0.398472943536808,0.21645124069272,0.430236839258458,0.291383379487478,0.740250461077442,0.979718500611501,0.109898980323629,0.655552369245674,0.99999761205035,0.614774892519449,0.0427659360128649,0.0859090233506611,0.999774326356443,0.150164928419607,0.949133166472085,0.907890905443166,0.99998708958317,0.942010254770535,0.965477057326522,0.491964295015019,0.126970893831005,0.98868794778783,0.999993537526008,0.0718866928609191,0.915641003546675,0.999639748239679,0.252520551210646,0.316509146455567,0.655902176725342,0.849560151298317,0.488759098131918,0.232294620970713,0.450782411172805,0.211351142810923,0.999999827011334,0.362657046812038,0.0784446662470215,0.998114994878778,0.959234637440698,0.796388574912783,0.859629483517215,0.724765414233831,0.53436151506628,0.0771502875725183,0.988439277011226,0.22611348161369,0.989658040013544,0.241497069504085,0.110748939357521,0.999884519339402,0.988957592888236,0.992828249398639,0.340915996101316,0.991680378479844,0.997642709876989,0.288976820424215,0.999999899054137,0.359893862707076
"6",0.999690679822546,0.402265925279383,0.661298316820145,0.442165951859324,0.196444387321194,0.276009440636223,0.825465399746373,0.669604925414404,0.999998105982824,0.390821293808323,0.512710793617437,0.315305905505918,0.540022927737634,0.126921480091778,0.769451575250251,0.632850963564971,0.999880618973506,0.6204013531843,0.999569554956454,0.939651068438996,0.120358919223145,0.570113559450916,0.412443424255081,0.999958021366386,0.323428216332451,0.999950604779731,0.231290483719379,0.999977660242017,0.496009356822113,0.999893514491698,0.966317692293215,0.113179815474435,0.999989210512976,0.990707363499181,0.71806998822381,0.994854861121189,0.453383792081399,0.0832478970509879,0.105601068959411,0.998732091390623,0.137356471857371,0.999999847611846,0.471815719664228,0.294414669762033,0.556194848101243,0.247363687203238,0.894508261304403,0.920740149168997,0.11223058940198,0.652035063331348,0.9999996472854,0.776851082370068,0.0846160475187882,0.0961787829306623,0.999113991820266,0.088591413353733,0.936797066810536,0.981108473757403,0.999996338674061,0.856697486919334,0.999145566039328,0.516697414806237,0.162469595894973,0.975551964940023,0.99999985247311,0.0920340605216225,0.957971115774493,0.999202255705223,0.137216634270173,0.469862896697063,0.467688656138133,0.933797846043757,0.623120498727155,0.195980787571659,0.48243591900472,0.276471590484497,0.999999923954905,0.319505528030193,0.121687803938378,0.99980708197969,0.976426211659732,0.713491165871927,0.965188357763081,0.858299629228194,0.491238093420238,0.0539636674949304,0.96701265056038,0.0982896126274186,0.995271515342142,0.186661492653388,0.0738877594082644,0.999859612155078,0.9222111723107,0.9997714209082,0.431953582306094,0.997762010389063,0.999856155859986,0.150578205336884,0.999998553709761,0.434316973672773
"7",0.997787675035633,0.485514925444869,0.629432358672738,0.774888129367801,0.389594071254686,0.581764477385342,0.902830259804716,0.949829448814697,0.998915388182168,0.268647277767353,0.138695751830118,0.244173350987793,0.784336568008593,0.320293639273169,0.9348272689491,0.705752078054166,0.993711677188517,0.763664691838802,0.997012119327645,0.865855397612182,0.155988483788219,0.756755683821399,0.75616749959762,0.993418336105336,0.496823412819186,0.998751362445239,0.154054416165636,0.994236780682579,0.840149227585393,0.997660006643852,0.996929594120427,0.3463825230356,0.999386716474465,0.997468723396053,0.793978527245403,0.908415705537472,0.785507507680722,0.143363661609822,0.411709395129092,0.99766845164045,0.543327493694906,0.999238732612213,0.686314523568314,0.635516177910493,0.767275696829718,0.580351719011268,0.884624791483031,0.981658758684381,0.142799672760056,0.802557418526293,0.999998899406982,0.619635343368977,0.150756469948029,0.269530473412851,0.99556502142609,0.298547709895992,0.844047991333945,0.999317770210703,0.999998851118414,0.982452811159064,0.999034988162655,0.816286824512931,0.334961847131831,0.982134749327401,0.997890548306284,0.146745022472819,0.98459595735515,0.999893313948996,0.187305558136428,0.396696366388255,0.635929650611189,0.839741246891681,0.694810156856291,0.445454989116548,0.797732960550535,0.358972965218871,0.999998408896924,0.574304119305339,0.122814722399022,0.999801318043823,0.98776051598909,0.966887706690819,0.93655062726591,0.35237875225957,0.797625347464619,0.351653145318566,0.987185840378356,0.357983134979707,0.992001523673754,0.420462250960715,0.164409593360752,0.999145815338431,0.988873887804118,0.995710737160533,0.750772497057134,0.991679357751359,0.994163452452211,0.419262727651434,0.998509834143681,0.673341945435264
"8",0.999273964121606,0.194613648392526,0.349473245273117,0.27525600542742,0.294817807410704,0.125763143065951,0.762634461428132,0.747336867363158,0.999818736115887,0.510243306364736,0.827273964693477,0.370889189939902,0.186366014011962,0.265166418762588,0.845374388175571,0.337581413123237,0.977555345944964,0.667191797832574,0.997369679625232,0.967133731461166,0.156313300193041,0.424548600972827,0.681857182917075,0.999923154855526,0.208369022751242,0.999259446795733,0.268274421849214,0.999999749197929,0.504244027748368,0.994893142452013,0.863861449425625,0.192576537378822,0.999999391463771,0.863697457389425,0.879835107645649,0.993041637546606,0.508925511785401,0.0681564135483644,0.262983765581017,0.998618542238506,0.318119475894044,0.999997412906818,0.340591132932919,0.330205412130156,0.616373880012591,0.28456227088919,0.500276100187705,0.785660650400667,0.166683645071216,0.484691693106686,0.999968712793317,0.830401996741362,0.157428502895055,0.0955598111060876,0.999601127737154,0.174771300778967,0.659430885960615,0.844829050757443,0.999999896836684,0.691272053255434,0.996907309482089,0.308039161818869,0.395705649013498,0.909238454560538,0.99999969588539,0.132516399269671,0.849490432747058,0.984934479252872,0.290177076813564,0.474991304938491,0.174153211010626,0.984749634976493,0.880625771832821,0.349804508585539,0.269876192856893,0.557346551924845,0.999999087349302,0.260944191641447,0.105425504310127,0.999558089779268,0.987253639073936,0.571219323164151,0.974278842238538,0.996202717479385,0.287481452644921,0.21982940123313,0.754374830782724,0.355211904523066,0.938748467824756,0.439641567738211,0.22377464343531,0.999604311187935,0.823698704349781,0.999982432831479,0.384579077755519,0.999289791587516,0.999987661424362,0.308022359875888,0.999768178274829,0.277698499076882
"9",0.84915696546928,0.550926598411213,0.34581545735674,0.65033002227339,0.56158757358195,0.159331194260651,0.774793439848122,0.606539964546694,0.995460683701895,0.770359022700341,0.915662318162721,0.646281200705861,0.482078122982271,0.427689416714606,0.426168070248879,0.332731579740302,0.768392085226746,0.876717490433842,0.860795682013922,0.952369478469749,0.256229884521375,0.273956533429581,0.83385626114754,0.996718377497492,0.124641218171713,0.909218572938309,0.657183728227468,0.998544749183247,0.722188434418696,0.881751118267529,0.619516475980949,0.407996173178667,0.949557711794759,0.580793466285491,0.962668955707218,0.944053760238817,0.573198171009949,0.529915717689895,0.353208638237322,0.798881056684264,0.601682469432535,0.999818438066749,0.668147483754443,0.637518966535907,0.652694735667081,0.409815186048612,0.496562882138647,0.548877152318511,0.770918564962044,0.423978134151031,0.997624305547983,0.965939330307018,0.635100957674846,0.327748818322178,0.97846867596988,0.344515484656581,0.705719092303753,0.836968581475916,0.993840378527986,0.524829317525227,0.953956798764286,0.328969391700196,0.411983940348932,0.590314454534198,0.997847088601957,0.1786980048394,0.826329744477477,0.680855690292474,0.311217351840289,0.722150911832723,0.0988295922168221,0.980070810403083,0.968635511701354,0.619999513820497,0.457176888100784,0.831576768147651,0.987666463680038,0.380396685953566,0.373648221212326,0.92706225140916,0.721675367059982,0.560940799243074,0.991619385078607,0.980333385144113,0.521108808062819,0.640598690105391,0.525189010079453,0.427171471731775,0.854354591005093,0.603951457942595,0.296751454767385,0.974186611360055,0.70154909582474,0.997244897793643,0.514213414110057,0.991124080719914,0.998246774886194,0.65366547158456,0.930395076881409,0.345154856788553
"10",0.329839324798711,0.233429443697306,0.28060624772844,0.923889816142101,0.672447270404017,0.339287881610629,0.962611514228405,0.468824135369273,0.984885096889908,0.868775631355136,0.999053292343746,0.613960215960086,0.740673529387668,0.476961402401349,0.286667476030039,0.69630845017098,0.637560420808839,0.923890227725947,0.666618030697922,0.966370708221234,0.512499999940788,0.18549860507708,0.911841521365721,0.999996745079554,0.149932116222833,0.599696114277579,0.663934131051105,0.999145904356368,0.852621431381537,0.950634930319621,0.467745702056544,0.693838607952565,0.782190674497181,0.667269826340427,0.978070310368349,0.814313053275842,0.766841549263014,0.290972228282738,0.731298246613258,0.480703198505909,0.753905436824104,0.9995515070737,0.903080775186451,0.805971464302044,0.504515512279184,0.493955595734532,0.762973051050856,0.529888202704869,0.634142123804705,0.392552934837431,0.99450466322463,0.992068579008591,0.816884197746781,0.481047562710564,0.989168484009962,0.365619626629079,0.649399265120725,0.908653716944742,0.996400519554881,0.46182511017096,0.987935257371357,0.35590486098252,0.639737973617367,0.391994672459607,0.999096649992859,0.291170701192363,0.961761689234081,0.424464839220896,0.449840939227445,0.763126295174461,0.108621689940124,0.99930517121442,0.97618436242353,0.915818820361574,0.610024696647,0.995885186845831,0.836463805845555,0.65163013963155,0.798089037936446,0.701293745035366,0.257878606505777,0.584814676905273,0.999988462436436,0.997456635677598,0.764492219342185,0.830420427799303,0.428091511335919,0.635000509771426,0.719347006734721,0.744237783035882,0.60378565722877,0.963293968080405,0.570271302418223,0.998091057745007,0.507563844441081,0.998165732407493,0.999989003584636,0.826105689174204,0.870077300989579,0.548652424356507
